slot,user_id,traffic_type,arrivals_bits,delivered_bits,capacity_bits,buffer_bits,sinr_linear,rbg_count
50,1,URLLC,852.0,852.0,466140.82221938553,0.0,459065516.66790885,3
50,2,mMTC,462.0,462.0,420777.7362791648,0.0,65907271.80327702,3
50,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
50,4,URLLC,973.0,973.0,548502.0179661575,0.0,15571072400.887222,3
50,5,mMTC,433.0,433.0,288479.4971601925,0.0,109857988.36116448,2
51,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
51,1,URLLC,839.0,839.0,466140.82221938553,0.0,459065516.66790885,3
51,2,mMTC,454.0,454.0,420777.7362791648,0.0,65907271.80327702,3
51,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
51,4,URLLC,889.0,889.0,548502.0179661575,0.0,15571072400.887222,3
51,5,mMTC,451.0,451.0,288479.4971601925,0.0,109857988.36116448,2
52,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
52,1,URLLC,821.0,821.0,466140.82221938553,0.0,459065516.66790885,3
52,2,mMTC,444.0,444.0,420777.7362791648,0.0,65907271.80327702,3
52,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
52,4,URLLC,873.0,873.0,548502.0179661575,0.0,15571072400.887222,3
52,5,mMTC,444.0,444.0,288479.4971601925,0.0,109857988.36116448,2
53,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
53,1,URLLC,900.0,900.0,466140.82221938553,0.0,459065516.66790885,3
53,2,mMTC,459.0,459.0,420777.7362791648,0.0,65907271.80327702,3
53,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
53,4,URLLC,876.0,876.0,548502.0179661575,0.0,15571072400.887222,3
53,5,mMTC,458.0,458.0,288479.4971601925,0.0,109857988.36116448,2
54,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
54,1,URLLC,941.0,941.0,466140.82221938553,0.0,459065516.66790885,3
54,2,mMTC,494.0,494.0,420777.7362791648,0.0,65907271.80327702,3
54,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
54,4,URLLC,903.0,903.0,548502.0179661575,0.0,15571072400.887222,3
54,5,mMTC,486.0,486.0,288479.4971601925,0.0,109857988.36116448,2
55,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
55,1,URLLC,821.0,821.0,466140.82221938553,0.0,459065516.66790885,3
55,2,mMTC,439.0,439.0,420777.7362791648,0.0,65907271.80327702,3
55,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
55,4,URLLC,901.0,901.0,548502.0179661575,0.0,15571072400.887222,3
55,5,mMTC,470.0,470.0,288479.4971601925,0.0,109857988.36116448,2
56,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
56,1,URLLC,886.0,886.0,466140.82221938553,0.0,459065516.66790885,3
56,2,mMTC,471.0,471.0,420777.7362791648,0.0,65907271.80327702,3
56,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
56,4,URLLC,889.0,889.0,548502.0179661575,0.0,15571072400.887222,3
56,5,mMTC,497.0,497.0,288479.4971601925,0.0,109857988.36116448,2
57,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
57,1,URLLC,868.0,868.0,466140.82221938553,0.0,459065516.66790885,3
57,2,mMTC,454.0,454.0,420777.7362791648,0.0,65907271.80327702,3
57,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
57,4,URLLC,851.0,851.0,548502.0179661575,0.0,15571072400.887222,3
57,5,mMTC,448.0,448.0,288479.4971601925,0.0,109857988.36116448,2
58,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
58,1,URLLC,895.0,895.0,466140.82221938553,0.0,459065516.66790885,3
58,2,mMTC,449.0,449.0,420777.7362791648,0.0,65907271.80327702,3
58,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
58,4,URLLC,933.0,933.0,548502.0179661575,0.0,15571072400.887222,3
58,5,mMTC,419.0,419.0,288479.4971601925,0.0,109857988.36116448,2
59,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
59,1,URLLC,916.0,916.0,466140.82221938553,0.0,459065516.66790885,3
59,2,mMTC,459.0,459.0,420777.7362791648,0.0,65907271.80327702,3
59,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
59,4,URLLC,855.0,855.0,548502.0179661575,0.0,15571072400.887222,3
59,5,mMTC,437.0,437.0,288479.4971601925,0.0,109857988.36116448,2
60,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
60,1,URLLC,884.0,884.0,466140.82221938553,0.0,459065516.66790885,3
60,2,mMTC,479.0,479.0,420777.7362791648,0.0,65907271.80327702,3
60,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
60,4,URLLC,894.0,894.0,548502.0179661575,0.0,15571072400.887222,3
60,5,mMTC,440.0,440.0,288479.4971601925,0.0,109857988.36116448,2
61,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
61,1,URLLC,857.0,857.0,466140.82221938553,0.0,459065516.66790885,3
61,2,mMTC,446.0,446.0,420777.7362791648,0.0,65907271.80327702,3
61,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
61,4,URLLC,889.0,889.0,548502.0179661575,0.0,15571072400.887222,3
61,5,mMTC,446.0,446.0,288479.4971601925,0.0,109857988.36116448,2
62,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
62,1,URLLC,904.0,904.0,466140.82221938553,0.0,459065516.66790885,3
62,2,mMTC,409.0,409.0,420777.7362791648,0.0,65907271.80327702,3
62,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
62,4,URLLC,854.0,854.0,548502.0179661575,0.0,15571072400.887222,3
62,5,mMTC,420.0,420.0,288479.4971601925,0.0,109857988.36116448,2
63,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
63,1,URLLC,862.0,862.0,466140.82221938553,0.0,459065516.66790885,3
63,2,mMTC,478.0,478.0,420777.7362791648,0.0,65907271.80327702,3
63,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
63,4,URLLC,908.0,908.0,548502.0179661575,0.0,15571072400.887222,3
63,5,mMTC,425.0,425.0,288479.4971601925,0.0,109857988.36116448,2
64,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
64,1,URLLC,860.0,860.0,466140.82221938553,0.0,459065516.66790885,3
64,2,mMTC,424.0,424.0,420777.7362791648,0.0,65907271.80327702,3
64,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
64,4,URLLC,852.0,852.0,548502.0179661575,0.0,15571072400.887222,3
64,5,mMTC,427.0,427.0,288479.4971601925,0.0,109857988.36116448,2
65,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
65,1,URLLC,893.0,893.0,466140.82221938553,0.0,459065516.66790885,3
65,2,mMTC,454.0,454.0,420777.7362791648,0.0,65907271.80327702,3
65,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
65,4,URLLC,932.0,932.0,548502.0179661575,0.0,15571072400.887222,3
65,5,mMTC,404.0,404.0,288479.4971601925,0.0,109857988.36116448,2
66,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
66,1,URLLC,922.0,922.0,466140.82221938553,0.0,459065516.66790885,3
66,2,mMTC,425.0,425.0,420777.7362791648,0.0,65907271.80327702,3
66,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
66,4,URLLC,882.0,882.0,548502.0179661575,0.0,15571072400.887222,3
66,5,mMTC,454.0,454.0,288479.4971601925,0.0,109857988.36116448,2
67,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
67,1,URLLC,890.0,890.0,466140.82221938553,0.0,459065516.66790885,3
67,2,mMTC,389.0,389.0,420777.7362791648,0.0,65907271.80327702,3
67,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
67,4,URLLC,912.0,912.0,548502.0179661575,0.0,15571072400.887222,3
67,5,mMTC,447.0,447.0,288479.4971601925,0.0,109857988.36116448,2
68,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
68,1,URLLC,849.0,849.0,466140.82221938553,0.0,459065516.66790885,3
68,2,mMTC,448.0,448.0,420777.7362791648,0.0,65907271.80327702,3
68,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
68,4,URLLC,872.0,872.0,548502.0179661575,0.0,15571072400.887222,3
68,5,mMTC,427.0,427.0,288479.4971601925,0.0,109857988.36116448,2
69,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
69,1,URLLC,852.0,852.0,466140.82221938553,0.0,459065516.66790885,3
69,2,mMTC,452.0,452.0,420777.7362791648,0.0,65907271.80327702,3
69,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
69,4,URLLC,920.0,920.0,548502.0179661575,0.0,15571072400.887222,3
69,5,mMTC,412.0,412.0,288479.4971601925,0.0,109857988.36116448,2
70,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
70,1,URLLC,900.0,900.0,466140.82221938553,0.0,459065516.66790885,3
70,2,mMTC,442.0,442.0,420777.7362791648,0.0,65907271.80327702,3
70,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
70,4,URLLC,873.0,873.0,548502.0179661575,0.0,15571072400.887222,3
70,5,mMTC,455.0,455.0,288479.4971601925,0.0,109857988.36116448,2
71,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
71,1,URLLC,902.0,902.0,466140.82221938553,0.0,459065516.66790885,3
71,2,mMTC,415.0,415.0,420777.7362791648,0.0,65907271.80327702,3
71,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
71,4,URLLC,870.0,870.0,548502.0179661575,0.0,15571072400.887222,3
71,5,mMTC,425.0,425.0,288479.4971601925,0.0,109857988.36116448,2
72,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
72,1,URLLC,861.0,861.0,466140.82221938553,0.0,459065516.66790885,3
72,2,mMTC,410.0,410.0,420777.7362791648,0.0,65907271.80327702,3
72,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
72,4,URLLC,885.0,885.0,548502.0179661575,0.0,15571072400.887222,3
72,5,mMTC,416.0,416.0,288479.4971601925,0.0,109857988.36116448,2
73,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
73,1,URLLC,923.0,923.0,466140.82221938553,0.0,459065516.66790885,3
73,2,mMTC,423.0,423.0,420777.7362791648,0.0,65907271.80327702,3
73,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
73,4,URLLC,948.0,948.0,548502.0179661575,0.0,15571072400.887222,3
73,5,mMTC,451.0,451.0,288479.4971601925,0.0,109857988.36116448,2
74,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
74,1,URLLC,918.0,918.0,466140.82221938553,0.0,459065516.66790885,3
74,2,mMTC,435.0,435.0,420777.7362791648,0.0,65907271.80327702,3
74,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
74,4,URLLC,893.0,893.0,548502.0179661575,0.0,15571072400.887222,3
74,5,mMTC,417.0,417.0,288479.4971601925,0.0,109857988.36116448,2
75,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
75,1,URLLC,874.0,874.0,466140.82221938553,0.0,459065516.66790885,3
75,2,mMTC,422.0,422.0,420777.7362791648,0.0,65907271.80327702,3
75,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
75,4,URLLC,896.0,896.0,548502.0179661575,0.0,15571072400.887222,3
75,5,mMTC,436.0,436.0,288479.4971601925,0.0,109857988.36116448,2
76,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
76,1,URLLC,877.0,877.0,466140.82221938553,0.0,459065516.66790885,3
76,2,mMTC,430.0,430.0,420777.7362791648,0.0,65907271.80327702,3
76,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
76,4,URLLC,917.0,917.0,548502.0179661575,0.0,15571072400.887222,3
76,5,mMTC,445.0,445.0,288479.4971601925,0.0,109857988.36116448,2
77,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
77,1,URLLC,880.0,880.0,466140.82221938553,0.0,459065516.66790885,3
77,2,mMTC,418.0,418.0,420777.7362791648,0.0,65907271.80327702,3
77,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
77,4,URLLC,953.0,953.0,548502.0179661575,0.0,15571072400.887222,3
77,5,mMTC,406.0,406.0,288479.4971601925,0.0,109857988.36116448,2
78,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
78,1,URLLC,899.0,899.0,466140.82221938553,0.0,459065516.66790885,3
78,2,mMTC,420.0,420.0,420777.7362791648,0.0,65907271.80327702,3
78,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
78,4,URLLC,865.0,865.0,548502.0179661575,0.0,15571072400.887222,3
78,5,mMTC,423.0,423.0,288479.4971601925,0.0,109857988.36116448,2
79,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
79,1,URLLC,907.0,907.0,466140.82221938553,0.0,459065516.66790885,3
79,2,mMTC,438.0,438.0,420777.7362791648,0.0,65907271.80327702,3
79,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
79,4,URLLC,884.0,884.0,548502.0179661575,0.0,15571072400.887222,3
79,5,mMTC,443.0,443.0,288479.4971601925,0.0,109857988.36116448,2
80,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
80,1,URLLC,890.0,890.0,466140.82221938553,0.0,459065516.66790885,3
80,2,mMTC,462.0,462.0,420777.7362791648,0.0,65907271.80327702,3
80,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
80,4,URLLC,868.0,868.0,548502.0179661575,0.0,15571072400.887222,3
80,5,mMTC,439.0,439.0,288479.4971601925,0.0,109857988.36116448,2
81,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
81,1,URLLC,940.0,940.0,466140.82221938553,0.0,459065516.66790885,3
81,2,mMTC,417.0,417.0,420777.7362791648,0.0,65907271.80327702,3
81,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
81,4,URLLC,904.0,904.0,548502.0179661575,0.0,15571072400.887222,3
81,5,mMTC,420.0,420.0,288479.4971601925,0.0,109857988.36116448,2
82,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
82,1,URLLC,903.0,903.0,466140.82221938553,0.0,459065516.66790885,3
82,2,mMTC,477.0,477.0,420777.7362791648,0.0,65907271.80327702,3
82,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
82,4,URLLC,858.0,858.0,548502.0179661575,0.0,15571072400.887222,3
82,5,mMTC,430.0,430.0,288479.4971601925,0.0,109857988.36116448,2
83,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
83,1,URLLC,917.0,917.0,466140.82221938553,0.0,459065516.66790885,3
83,2,mMTC,437.0,437.0,420777.7362791648,0.0,65907271.80327702,3
83,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
83,4,URLLC,850.0,850.0,548502.0179661575,0.0,15571072400.887222,3
83,5,mMTC,419.0,419.0,288479.4971601925,0.0,109857988.36116448,2
84,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
84,1,URLLC,921.0,921.0,466140.82221938553,0.0,459065516.66790885,3
84,2,mMTC,429.0,429.0,420777.7362791648,0.0,65907271.80327702,3
84,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
84,4,URLLC,913.0,913.0,548502.0179661575,0.0,15571072400.887222,3
84,5,mMTC,459.0,459.0,288479.4971601925,0.0,109857988.36116448,2
85,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
85,1,URLLC,870.0,870.0,466140.82221938553,0.0,459065516.66790885,3
85,2,mMTC,451.0,451.0,420777.7362791648,0.0,65907271.80327702,3
85,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
85,4,URLLC,890.0,890.0,548502.0179661575,0.0,15571072400.887222,3
85,5,mMTC,422.0,422.0,288479.4971601925,0.0,109857988.36116448,2
86,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
86,1,URLLC,893.0,893.0,466140.82221938553,0.0,459065516.66790885,3
86,2,mMTC,486.0,486.0,420777.7362791648,0.0,65907271.80327702,3
86,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
86,4,URLLC,910.0,910.0,548502.0179661575,0.0,15571072400.887222,3
86,5,mMTC,459.0,459.0,288479.4971601925,0.0,109857988.36116448,2
87,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
87,1,URLLC,899.0,899.0,466140.82221938553,0.0,459065516.66790885,3
87,2,mMTC,442.0,442.0,420777.7362791648,0.0,65907271.80327702,3
87,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
87,4,URLLC,950.0,950.0,548502.0179661575,0.0,15571072400.887222,3
87,5,mMTC,443.0,443.0,288479.4971601925,0.0,109857988.36116448,2
88,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
88,1,URLLC,853.0,853.0,466140.82221938553,0.0,459065516.66790885,3
88,2,mMTC,474.0,474.0,420777.7362791648,0.0,65907271.80327702,3
88,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
88,4,URLLC,901.0,901.0,548502.0179661575,0.0,15571072400.887222,3
88,5,mMTC,401.0,401.0,288479.4971601925,0.0,109857988.36116448,2
89,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
89,1,URLLC,922.0,922.0,466140.82221938553,0.0,459065516.66790885,3
89,2,mMTC,436.0,436.0,420777.7362791648,0.0,65907271.80327702,3
89,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
89,4,URLLC,896.0,896.0,548502.0179661575,0.0,15571072400.887222,3
89,5,mMTC,437.0,437.0,288479.4971601925,0.0,109857988.36116448,2
90,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
90,1,URLLC,914.0,914.0,466140.82221938553,0.0,459065516.66790885,3
90,2,mMTC,428.0,428.0,420777.7362791648,0.0,65907271.80327702,3
90,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
90,4,URLLC,856.0,856.0,548502.0179661575,0.0,15571072400.887222,3
90,5,mMTC,446.0,446.0,288479.4971601925,0.0,109857988.36116448,2
91,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
91,1,URLLC,943.0,943.0,466140.82221938553,0.0,459065516.66790885,3
91,2,mMTC,451.0,451.0,420777.7362791648,0.0,65907271.80327702,3
91,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
91,4,URLLC,857.0,857.0,548502.0179661575,0.0,15571072400.887222,3
91,5,mMTC,446.0,446.0,288479.4971601925,0.0,109857988.36116448,2
92,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
92,1,URLLC,836.0,836.0,466140.82221938553,0.0,459065516.66790885,3
92,2,mMTC,427.0,427.0,420777.7362791648,0.0,65907271.80327702,3
92,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
92,4,URLLC,865.0,865.0,548502.0179661575,0.0,15571072400.887222,3
92,5,mMTC,450.0,450.0,288479.4971601925,0.0,109857988.36116448,2
93,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
93,1,URLLC,918.0,918.0,466140.82221938553,0.0,459065516.66790885,3
93,2,mMTC,448.0,448.0,420777.7362791648,0.0,65907271.80327702,3
93,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
93,4,URLLC,884.0,884.0,548502.0179661575,0.0,15571072400.887222,3
93,5,mMTC,422.0,422.0,288479.4971601925,0.0,109857988.36116448,2
94,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
94,1,URLLC,882.0,882.0,466140.82221938553,0.0,459065516.66790885,3
94,2,mMTC,455.0,455.0,420777.7362791648,0.0,65907271.80327702,3
94,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
94,4,URLLC,912.0,912.0,548502.0179661575,0.0,15571072400.887222,3
94,5,mMTC,429.0,429.0,288479.4971601925,0.0,109857988.36116448,2
95,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
95,1,URLLC,921.0,921.0,466140.82221938553,0.0,459065516.66790885,3
95,2,mMTC,456.0,456.0,420777.7362791648,0.0,65907271.80327702,3
95,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
95,4,URLLC,847.0,847.0,548502.0179661575,0.0,15571072400.887222,3
95,5,mMTC,460.0,460.0,288479.4971601925,0.0,109857988.36116448,2
96,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
96,1,URLLC,925.0,925.0,466140.82221938553,0.0,459065516.66790885,3
96,2,mMTC,457.0,457.0,420777.7362791648,0.0,65907271.80327702,3
96,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
96,4,URLLC,874.0,874.0,548502.0179661575,0.0,15571072400.887222,3
96,5,mMTC,427.0,427.0,288479.4971601925,0.0,109857988.36116448,2
97,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
97,1,URLLC,862.0,862.0,466140.82221938553,0.0,459065516.66790885,3
97,2,mMTC,442.0,442.0,420777.7362791648,0.0,65907271.80327702,3
97,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
97,4,URLLC,924.0,924.0,548502.0179661575,0.0,15571072400.887222,3
97,5,mMTC,431.0,431.0,288479.4971601925,0.0,109857988.36116448,2
98,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
98,1,URLLC,901.0,901.0,466140.82221938553,0.0,459065516.66790885,3
98,2,mMTC,454.0,454.0,420777.7362791648,0.0,65907271.80327702,3
98,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
98,4,URLLC,897.0,897.0,548502.0179661575,0.0,15571072400.887222,3
98,5,mMTC,464.0,464.0,288479.4971601925,0.0,109857988.36116448,2
99,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
99,1,URLLC,931.0,931.0,466140.82221938553,0.0,459065516.66790885,3
99,2,mMTC,477.0,477.0,420777.7362791648,0.0,65907271.80327702,3
99,3,eMBB,40000.0,40000.0,504706.2855345381,0.0,2390572449.284582,3
99,4,URLLC,886.0,886.0,548502.0179661575,0.0,15571072400.887222,3
99,5,mMTC,432.0,432.0,288479.4971601925,0.0,109857988.36116448,2
100,0,eMBB,40000.0,40000.0,555664.0526258769,0.0,21154567832.90881,3
100,1,URLLC,904.0,904.0,466140.82221938553,0.0,459065516.66790885,3
100,2,mMTC,420.0,420.0,420777.7362791648,0.0,65907271.80327702,3
